text,Target
"The UK @HalifaxBank House Price Index grew 0.5% MoM to 10.8% YoY in Feb. This is a new record high since Jun 2007 (11.9% YoY). Average house price reaches another new record high of £278,123. #uk #housing #prices https://t.co/dyl8migVV4 https://t.co/ZZ7m0bNKv4",1
"@HalifaxBank  Hiya! Can I do Save the Change with my Apple Pay too? If not, can this be expanded to do this? Never use my card these days, so not getting the benefit of the feature 😔 #uxdesign",0
@RevolutApp Made 😄,0
"@santanderukhelp Can confirm this isn't accurate the statements do not show on our accounts. Not only this, my husband has been sent the wrong account statement even though he requested the correct one in writing. So now we need to wait a further 5 working days for the correct statement even",0
There was a time in @monzo history where I could tell someone the first 8 digits of their card number purely based on the shade of their card. I should have charged for it when I still had the chance,1
@RevolutApp hi there I’m looking for customer services help with my account please and cannot use the in app chat facility,0
"@RevolutApp Hello, no I haven't so I will try that, thank you.",1
"@santanderukhelp Hi I've received a suspicious text title Santander Alert', how can I check it's authenticity please?",0
@RevolutApp Just dm’d them and all they did was reply AGAIN with the same stock answer that I should wait for the team to get in touch. Something very very sinister about this supposed bank.,0
@RevolutApp Well if you check your records you are supposed to be ringing me back on Friday with one of your senior managers to discuss my case but as normal you let people down,0
Love it when you’ve been a customer of @HSBC_UK Since 1985 😤 and you ask for a simple statement for another matter to be printed and they give you a telephone 📞 number instead 😳 I was the only customer in the bank 😤 Call that Poor #CustomerService &amp; Laziness 😤😤 #LadyPinner,0
@HSBC_UK @Sdouglaswarner I’m getting the same issue - have DMd,0
"@jamie_j_87 @santanderukhelp Hey Jamie, just hopping in here; if you need any help with payments then we'd be happy to look in to this for you. Please contact us via chat (https://t.co/f6CJZjbvSu) (24/7) or phone on 0808 189 3333 (Mon-Sat 9 am-6 pm GMT). Looking forward to hearing from you.",0
"@StarlingBank Thinking of banking with starling bank forget it. Very disappointed business customer been with them for 2 years and they want to close the account with no explanation why and also I cannot receive payments in. 

Messaged CEO with no response.
Local Map now involved",0
"@RevolutApp hi, I cant access the app as revolut is not accepting my new Brazilian phone number...",0
@StunnerCurves @HalifaxBank @HSBC_UK Was that all the ££ u got from having loads of sex,1
"@monzo hi, I applied for an account two weeks ago and it’s still showing as you verifying it. Any chance of an update please? I promise I’m not dodgy!",0
"@HSBC_UK 
No it won't. https://t.co/FjEIXSlnmM",0
"Collections Advisor, Financial Difficulties (Remote) @monzo 

Apply Here: https://t.co/KF6Iy8ZiBw

#LondonJobs https://t.co/2GPvYj4PxD",1
"Huge thanks to @HalifaxBank who spotted fraudulent activity on my bank account today. Whilst I was teaching Spanish to year 4 in Newcastle upon Tyne, somehow my ‘card’ was being used across USA and Canada. 😥",0
@BarclaysUK can i withdraw funds frok closed accounts?,0
@RevolutApp Strangely my claim for a chargeback has been turned down due to no evidence of fraud even though I sent a police report and the cancelled card was used repeatedly unsuccessfully for the following 24 hrs. 🤷‍♂️,0
@santanderukhelp No I spoke to someone about 1 and a 1/2 hours ago but her manager was moaning I was taking too long and put me on hold. I need to speak to someone about bankruptcy,0
"Safe spaces are located in branches of @BootsUK, @superdrug, @TSB, @Morrisons, @wellpharmacy and more 🧡

If you're experiencing #domesticabuse you can use the space to call a helpline or loved one 📞

Find out more: https://t.co/x7mPL3Mc0A 

@NOMOREorg #NOMOREWeek #safespaces https://t.co/OEvOa61eDP",1
@NatWest_Help I’ve been on hold for like 8 hours total Over the past week! I cannot get through to anyone. It’s becoming a joke now.,0
@santanderukhelp Is this how you treat all people with disabilities or just me?,0
@RevolutApp I would like to talk to support.  Can't do it through the app,0
@emilioRos_ @RevolutApp same here :/,0
@RevolutApp I ve just subscribed but it s not working. Can u help me ? https://t.co/6DCrfA2LaY,0
@RevolutApp topped up my account and the transaction is completed. Why has it not shown in my balance?,0
@santanderukhelp is the chat working in online banking?,0
@Zee87522768 @vefamdamme @binance @Barclays @BarclaysUK @BarclaysUKHelp Get #Metaverse coins to become part of the real #Decentralization $vemp will allow you to join the #fight #vEmpire and the #Metaverse coin will be just higher #P2E #NFT Play the card game and earn #vemp 🤯2 #other games 🚀 coming soon #bnb bridge #Polygon next 🔥 @vEmpiredigital,0
@vefamdamme @binance @Barclays @BarclaysUK @BarclaysUKHelp Get #Metaverse coins to become part of the real #Decentralization $vemp will allow you to join the #fight #vEmpire and the #Metaverse coin will be just higher #P2E #NFT Play the card game and earn #vemp 🤯2 #other games 🚀 coming soon #bnb bridge #Polygon next 🔥 @vEmpiredigital,0
"@HalifaxBank That's what I thought, nothing showing in last 4 months online statements.  It's ok I have banged in an official complaint as you do not have secure messaging and I don't see why it should cost me money to phone you!",0
@RevolutApp @officialpeters7 Don’t use Revolut they don’t help if your card is stolen and money fraudulent taken. There are banks who respect their customers,0
@cjlloydwebley @westmidsforum @HSBC_UK @GrBhamChambers It was brilliant chatting with you @cjlloydwebley and learning more about your journey and @blackpoundsorg - on the walk and the podcast!,1
@algarvered @RevolutApp Presuming it’s just lost in space but be handy if they’d answer my query on the app…,0
@NatWest_Help I've been on hold for 2 hours trying to get help about my child trust fund please help!,0
"@RevolutApp Looks like it’s all fixed! Great customer service! 👏🏾

Thanks @RevolutApp https://t.co/67Zgu98qJL",1
"@LloydsBank ""support refugees setting up bank accounts in the UK""

yet you can't support reporting unauthorised activity on a child's bank account without asking that child to go into branch during school time.",0
"@santanderukhelp After asking another bank for advice on what has happened to me even they are shocked on the way that I have been treated and even apologised which is more than I have got from anyone in Santander , still waiting for a call back like promised from the case handler",0
@RevolutApp Are you having technical issues as I’m trying to close my account and it’s not working?,0
@heljenkins @StarlingBank Starling blocked an invoiced being paid Friday and are now closing our account within the next 14 days without any reason as to why? Been banking with them for 2 years,0
@BarclaysUK Give me a proper bank account finally?,0
@santanderukhelp It’s not good enough. It’s best and safer to close my account.,0
@hannahfeiner @Catson7772 @RevolutApp fixed for me,1
@BarclaysUK NOTHING ABOUT ME BUT THAT BARCLAYS BANK SUCKS BOTH IN THE US AND THE UK,0
Hey @RevolutApp still no SGB in my account. I know things take time but waiting this long is a complete joke.,0
@uncool_sam @HSBC_UK This is the same situ I’ve had since last week and no one is responding - why?,0
@LloydsBank No. It says for technical reasons. Also I couldn't use my credit card today at all.,0
"@LeeDingain @StarlingBank Thanks, Lee.",0
"@NatWest_Help pretty petty to avoid paying in the savings builder bonus as my standing order is the 26th so ""funds were not received in Feb"". I guess 28th is not a working day for you - thanks for nothing!",0
@monzo Brilliant card with excellent service,1
A big thank you to all the @NatWest_Help teams across the East of England as @mariecurieuk #GreatDaffodilAppeal time is always super busy and we appreciate your help! 🙏👍 https://t.co/UkiNHo4QT2,1
@LloydsBank Please can we be allowed to cancel our savings accounts with nothing in them online,0
@NatWest_Help Why was my debit card declined after one purchase yesterday of less than £20 ? I am told it’s because you have set a discretionary limit for spending over several days. There was no change in payment pattern and obviously sufficient funds. I was never informed.,0
@santanderukhelp - on Saturday my sons account was frozen with no prior warning and after 6 hours trying to call a help desk over 3 days and being put on hold he still has no idea what is going on. Can you suggest how he resolves this?,0
@ShaunnaEdwards3 @TSB Is this happening ??,0
@RevolutApp I proceed to block this advertising message as a way of protesting against the censorship committed by Twitter,0
"@santanderukhelp  As a family we are awaiting for an amount of money left by my mother, who died over a year ago, the probate company handling her affairs say Santander are dragging their heels in giving back the money,how can this be resolved ?",0
@LloydsBank Also its just a simple classic account 😊,0
"@algarvered @RevolutApp Good luck with a chargeback! Had to do this process merchant agreed to chargeback, know waiting for revolut to credit my account been told uoto 50days",0
@monzo Fucking,0
@RevolutApp I can’t transfer any money to my account anymore as you don’t entertain Mastercard,0
@LloydsBank Evryhting goes except for your Isa rates,0
@vefamdamme @BarclaysUKHelp @monzo @StarlingBank @RevolutApp @binance Because they Want to control what you do with your money,0
@KelticDelta @ijaen @RevolutApp Exactly 👏,0
"@AuthorSJB @HSBC_UK Worse stilll they ""lost"" £2000 of my money!!!",0
@JoeCMerriman @StarlingBank It's much better than Apple. @StarlingBank just deal with my money and leave everything else alone.,0
@santanderukhelp Got scammed by someone saying they were from the santander fraud team. Reported the fraud to 5 banks. Other 4 returned the money santander said they were not part of the voluntary agreement to return scammed money to fraud victims.  People need to know this. Its cost me a few k.,0
@LloydsBank Hello how come I’ve made payments that have been taken out and then the same payment is in my pending transaction that has now made me in - money?! Making me potentially pay twice for the same purchase!? Is this an error with your system,0
"@NatWest_Help hello, do you allow dogs in branches?  Just need to pay money in quickly",0
"@HSBC_UK login to app not working. Keeps saying ‘something went wrong’ after I do my FaceID on iPhone. Have new version of app. Never done this before. Tried on different days, still an issue. Help please",0
"@santanderukhelp 
Hi , I've just had an email from Santander saying they've cancelled Google pay on my phone with no reason why and it won't let me set it up again.",0
"@beanien7 @RevolutApp Be careful not to get your card stolen, Revolut won’t give you any money back. Other banks will but not Revolut so beware",0
@monzo Why can I only add £1000 to my account within a 180 day period. It’s ridiculously inconvenient. Is their anyway of changing that my end.,0
@Duplobob @RevolutApp Haha. Don’t expect REAL help from Revolut. Good plan closing your account. I’m doing that too,0
"@BarclaysUK 🇺🇦💥🇷🇺 @BarclaysUK still in Russia? 
🪦 💥✈️Still have stake in Russian Expobank",0
@RevolutApp But your dm’s don’t help me. They just repeat the company line.,0
Nice to know that @StarlingBank leaves single mothers and babies under 2 penniless with no help apart from arrogant live chats. Are you proud?,0
"@RevolutApp Another wasted dm, you keep repeating the same old stuff like everyone at Revolut",0
@monzo Pots done work for me I keep transferring money over😂,0
"@LloydsBank Whenever I try to setup Apple Pay with my card, it always fails and says “Card Not Added, contact issuer”. How do I get it to work?",0
"@NatWest_Help @Tesco @VisaUK Hi Rae, thanks for the reply.

No need to make a complaint, I'd just like Nat West to consider these obstacles some people face and try to bring more flexibility into the system.

She's ordered from Tesco every week for about 5+ years so it's not a high risk transaction.",0
@Revolutapp I have been banned by Revolut for complaining about their refusal to reimburse my for money stolen out of my account. Anyone else had this problem?,0
@NatWest_Help Done. Thank you,1
@RevolutApp *subscription required,0
@LloydsBank I tried on Friday yeah but just ended up speaking to a bot from the wrong department. Ill try again today do they start accepting calls from 6am,0
@circlepay @CelTrading @Westpac @NatWest_Help @jameslavish I thought you might have a view on this?,0
@revolutapp_us @RevolutApp considering a rep tried to get my account and routing numbers from my own personal bank account outside of Revolut which is against the policy and law and was not needed for anything other than fraudulent activities and you,0
@BarclaysUK I'm a big spender,0
"@TeleProperty @HalifaxBank Any Startups?
Accepting Crypto as an investment?
Yes @Boxabl The next big thing in affordable homes and
 housing construction#
Accepting Crypto Now👇👇
https://t.co/Bs8hxPitPQ
https://t.co/vXyZIEaNQI https://t.co/7ssxiZyLKp",1
@TheTestingMuse @monzo Never miss a bug 👌🏾,1
@monzo Can’t log into my account! HELP!,0
"Happy #InternationalWomensDay everyone. Help yourselves to @StarlingBank new images of confident, empowered women &amp; girls in support of #makemoneyequal #BreakTheBias https://t.co/el4i29erqV",1
"@RevolutApp Is there  problem with the app? This is all that is coming up,even though it's dying my money is safe I can't actually see my account 😳 #revolut https://t.co/JLhbmYRtsF",0
Spending my morning on hold to @CooperativeBank because setting up your business online banking apparently needs to be as hellish as possible...,0
"@HSBC_UK I applied for a credit card and I've got accepted, however you put my wrong address on my application as I used to have an account with you ages ago and you used that address instead of the one I provided. Trying to get this amended has been a nightmare!",0
@lizzrobs @LloydsBank @DodsGroup That’s so lovely to hear!,1
It never ends with @HSBC_UK @HSBC I phone you to tell you about a transfer I am going to make. I make it and @hsbc flag it as fraud.,0
Payit by @NatWest_Help makes its first variable recurring payment https://t.co/FvpVKJJOiO #payments #openbanking,1
"20 days and still nothing from @RevolutApp. 

Seriously folks give this fake bank a very wide birth. 

They are utterly useless.",0
@CooperativeBank literally can’t log on the app or online banking since I’ve downloaded that HID approve absolutely ridiculous - this is supposed to be business banking how can you run a business with no access to your banking?!,0
"@NatWest_Help hi I've made a payment online, the funds have been taken from my account however the company haven't recieved the funds and have asked me to contact you to retract the money???? Does this sound correct?",0
"@RevolutApp I did that before, and started a complaint and as nothing is working I will tweet everyday until solved",0
"Congratulations to the @GoTechAwards #awards 2022 #finalists - https://t.co/7TkGyCOBXo

Early bird discount ends this Friday: https://t.co/UH4kbsk07g

@huboofulfilment @OsborneClarkeUK @CroweUK @HSBC_UK @Hayesparsons @icresourcesteam @BPE_Solicitors @Sounds_Comm @BLeaderNews https://t.co/wa1dy3pYtR",1
@DeliaCazzato @HSBC_UK This is symptomatic of the UK banks move to drive you online. Many others are doing it. They make excuses so the footfall is reduced &amp; they can then say the physical bank is not needed case closed! @DSimmonds_RNP @theRSAorg,0
"At @TSB we’ve partnered with @britainsmallbiz to launch the ‘How to recover’ report, which uncovers how small businesses get back on their feet to adapt to changing circumstances, and to return to growth.

Read the full report here: https://t.co/51EpQplqfp

#DoWhatMattersb https://t.co/glHUVq62CV",0
⁦@RevolutApp⁩ #revolutscam #revolutcrooks when will I get my refund ? https://t.co/CqLy1nSqJd,0
@RevolutApp They don’t have Revolut. It’s a payment request link,0
Anyone else having issues with @bankofireland @RevolutApp transfers of late?,0
".@TSB internet business bank still not working, I going to have to leave this shitshow",0
"💧💙Great to be working in Partnership with HSBC UK today

We have been invited in to spend 2 days promoting Plasma Donation to their staff - we are in the main atrium completing vein assessments &amp; encouraging potential donors to sign up

#MyNursingDay #TeamPlasma #HSBC @HSBC_UK https://t.co/To9hDkfZRA",1
"The first initiative we want to shout out is @StarlingBank's #MakeMoneyEqual campaign. 

Starling has created a bank of licence-free images that represents women and money positively.

Check it out 👇
https://t.co/rOJ35BUyZa",1
"@LloydsBank Hi, if I’m visiting another country and the immigration is asking for stamped bank statements, would it suffice to provide the downloaded statements or can the bank send the statements to me via email as I am not in the UK now? Thanks",0
@LloydsBank hi folks. Is 023 9229 8612 genuine number for you? Claims to be commercial banking I think.,0
@jamesaldred1982 @TSB @Xero @TSB aren't in too much of a hurry to fix this 🙄 https://t.co/sPXrS06b14,0
@LloydsBank hi! My account with lloyds has never been active as I got rejected. Since then lloyds has constantly been emailing me. I have informed Lloyds a countless amount of times and yet I am still receiving  these emails.,0
@HSBC_UK unable to login using mobile app as well as through browser,0
"#InternationalWomensDay2022 APPG on Women in Parliament,supported by @LloydsBank,brings women to Parliament helped by @5050Parliament @fawcettsociety @UNWomenUK to hear about standing for election.Parties &amp; Parliament need @HouseofCommons to be a place more women want to be. https://t.co/bDKgxA1Qw3",1
"@NatWest_Help Hi Rois, many thanks for coming back to me that’s really appreciated and useful to know. I haven’t applied for the loan yet as don’t need the money till the 1st April so I will look out for this information when applied. Thank you for your help!",1
@santanderukhelp Also that's not what your letter says? Are YOU fake?,0
@NatWest_Help I have you havent even read it yet ?,0
@StarlingBank Not only without explanation our account is being closed after 2 years but we cannot move funds to our new account WTF is going on Starling,0
. @santanderukhelp Can I simply visit a branch of Santander to get a bankers draft? Or do I need to order in advance? Thx.,0
"@TSB Shit bank, won't let you spend your own money on crypto!",0
"""We're not mandating days. We're saying 'have a conversation.'""

#Hybrid workplace insights from @LloydsBank 

https://t.co/EOguXFtBT8",1
"@muajreen @monzo @coinbase @elonmusk @binance @VitalikButerin @RobinhoodApp CONNECT WITH US
IMPORTANT LINKS
Website; https://t.co/3iOaMdmJCq
Twitter;https://t.co/YPIRT6bKNu

Telegram community group; https://t.co/ODb0zNiV47

Telegram channel; https://t.co/oYjp9iuFa8",0
"@santanderukhelp Again.. you have my details . You contact me.. I don't bank with you,for the second time",0
"@BarclaysUKHelp last night (8pm ET/1am GMT) in Jamaica I was trying to transfer funds from my ES account to my @StarlingBank account to use abroad. The app threw up error BP003, no matter what combination of dates I used, or settings on my phone, almost left us unable to pay! https://t.co/FhLXD5XUAM",0
@topazisere @StarlingBank They are a Joke but good luck,0
@ae368e1f9fd14ad @HalifaxBank @HSBC_UK I know many working girls who have had money ‘disappear in transit’,0
"@StarlingBank 

From your website

We can get things wrong too - we’re human, after all!
Sometimes, after reviewing an account, we realise we’ve made an error. This happens very rarely - but it is understandably frustrating.",0
"@PS5StockAlertUK I had one in the basket but my @LloydsBank declined the transaction, and it was too late by time I had approved it, gutting",0
"@santanderukhelp @santanderuk 
I've been held hostage by one letter.  No one will help, now I have to waste my time and money coming into a branch when I can, to sort it out because I'm now paranoid Incase someone has asked for a loan or opened an account in my name.",0
@HalifaxBank Thanks Will x,0
@HSBC_UK How on earth is it possible that one of the biggest banks in the world aren't able to respond to a formal complaint lodged on 13/09/21 (following an initial query sent on 22/07/21 never answered)???,0
"@groprotocol @CryptoSapiens_ @humptycalderon @graadient @Spotify @RevolutApp @jessewldn @argentHQ @zksync @avalancheavax @AlphaFinanceLab @SnapshotLabs 🔹 They discussed with the community what their tokenomics would look like. Subsequently, they created a vote on Snapshot that is linked to their multisig
🔹 The community basically created the tokens for Gro Protocol with their vote",1
"@groprotocol @CryptoSapiens_ @humptycalderon @graadient @Spotify @RevolutApp @jessewldn @argentHQ @zksync @avalancheavax @AlphaFinanceLab Community participation and governance

🔹 Started off with “emoji governance”, where they conduct preference polls within Discord
🔹 The second request was to transform emoji governance to DAO governance
🔹 In Q4 2021, they launched their #DAO https://t.co/nexd8DSZ7o",1
"@groprotocol @CryptoSapiens_ @humptycalderon @graadient @Spotify @RevolutApp @jessewldn @argentHQ @zksync @avalancheavax @AlphaFinanceLab 🔹 After that stage, native communities are starting to grow on these various chains
🔹 Innovation will spread from one chain to another due to EVM compatibility",1
"@groprotocol @CryptoSapiens_ @humptycalderon @graadient @Spotify @RevolutApp @jessewldn @argentHQ @zksync @avalancheavax 🔹 One of their partners, @AlphaFinanceLab, had launched on Avalanche
🔹 Labs was launched to meet the demand of the market and to expand into a multi-chain world ⛓️⛓️⛓️",1
"@groprotocol @CryptoSapiens_ @humptycalderon @graadient @Spotify @RevolutApp @jessewldn 🔹 The risk of those strategies is broken up into 2 products:
🔸 Higher risk, higher yield product (called Vault)
🔸 Lower risk, lower yield product (called PWRD)
🔹 Both Vault and PWRD have the same strategies. The only difference is that tranching is used to break up the risks",1
"@groprotocol @CryptoSapiens_ @humptycalderon @graadient @Spotify @RevolutApp 🔹 In 2017, he started a hobby building a decentralized fund with a #DAO type of approach to tokenized votes for due diligence, deal sourcing, and various service related to an investment fund
🔹 Kept on being involved in the space. Saw the financial primitives being built",1
@monzo can you add an option that’s like roundups but instead of the spare change it puts an amount matching what you spent into a pot. for example when i inevitably spend £20 on mcdonalds for lunch today it’ll add another £20 to my savings to try and stop me in the future,0
"@LloydsBank hi, my app wont let me view any statements. Is this a known issue? Ive checked for updates",0
@RevolutApp Hello I haw just one question? How I can get loan from https://t.co/yVvDcPryZT your client for 1 year.,0
@RevolutApp Ok I'm from Czech Republic 🇨🇿 soo there no chance for me.,0
@HSBC_UK I've now sent you a message via the link,0
"@IamSuperMassive @HSBC_UK Tell me, how does it feel to be a member of the ultrarich now?",1
@NatWest_Help pls respond to DM,0
@santanderukhelp are you going to offer free business banking?..  looking at switching as so many options for free business banking around these days.,0
"@Cecret01 @yookaa29372494 @RevolutApp Kindly send a Direct message what issues experiencing follow back for further assistance.
Thank you .
Beware of impersonators posing as support, we never DM first ❌.",0
@cliken80 @MaiaDunphy @askpermanenttsb @RevolutApp @n26 @RevolutApp definitely had issues when they moved to the Lithuanian entity. They handled that pretty badly. Hopefully they’ve learned from that… and UB have had far worse issues with IT outages in fairness.,0
"@monzo Started off on a grad scheme as a consultant with “the big 4”, moved to a big tech company. Got a flavour for tech but wanted to work somewhere where I could be more hands on, and found myself at a great fintech 🙌🏻",1
@IamSuperMassive @DeFi_Dad @HSBC_UK ser it’s time to earn rent from the rent seekers https://t.co/GBYcelpGJR,0
@StarlingBank @LensiFotography Love the initiative! Shariiiiiiing ❤️,0
Bank has taken so long approving the mortgage application that their own valuation survey is now expired and we have to do it again. @HSBC_UK #jobsworth #timeismoney #CustomerExperience,0
@hangman13us @RevolutBusiness @RevolutApp Call Kreml and tell them you are the *****hole that support their „special operation”. Maybe they will pay you you russian troll. 😑,0
"@IamSuperMassive @HSBC_UK You're lucky I literally spend 120€/year with NO interest just to keep the account ""alive"" in Italy.
Then they wonder why we're moving to crypto.",0
"Average price of a UK home rose 10.8% year-on-year in February, to £278,123, @HalifaxBank #HousePriceIndex reveals. Over 2 years since February 2020, at the start of the pandemic, average rose 16%. Consumer price rises to weigh on buyer demand this year. https://t.co/A4zmiz9hJT",1
"@santanderukhelp I do not understand your response in relation to my question ""How do I contact the complaints handler"". Can I send a DM to be passed on, Can I ask the chat service to forward a message, Should I use Resolver, can I request he calls me at an arranged time?",0
"@CooperativeBank @wflintstone13 Hello cooperative bank,am trying to withdraw funds from my bank direct to mpesa but I can't..why is this si and my reasons to are so urgent.please help",0
"@liambyrnemp @mcneil_tom @westmidsforum @HSBC_UK @JackDromeyMP @BrumLeader @BeverleyNielsen @marcreeves @punchrecords @HenriettaLB Today on 8th March 2022, 47 years after the Equal Pay Act was made law, Aston University are paying women 25% less than men. Will your golden decade prioritise improving women's economic poverty? Not holding my breath. https://t.co/EjCOdddH33",0
"Due to the increase the number of placements, @HSBC_UK are extending the closing date for their work experience opportunities. Students can view and apply by visiting their Work Experience page. https://t.co/iIwizV9R0N",1
"This #InternationalWomensDay we are celebrating brilliant and talented women across degree apprenticeships. 🤩

Hear from our Digital and Technology Solutions degree apprentice, Sabreen, who talks about her experience as a female software engineer @LloydsBank. ⬇️ https://t.co/14WgFwTJXV",1
@HSBC_UK Samsung and yes!,0
@DmytroKuleba You hear that @RevolutApp,0
@monzo Thank you,1
@StarlingBank I didn't have an issue making a payment. II.ammsimplynshinimg a light on the ridiculousness of the banking system where @hmrc bank.accoumt can't be verified.,0
@ae368e1f9fd14ad @HalifaxBank @HSBC_UK You’ve convinced me baby 🙏🏼 thanks - appreciate any / all advice from my Twitter babies 🥰🥰🥰,1
@StunnerCurves @HalifaxBank @HSBC_UK No problem glad to be of help,1
"@DrGabsEvans @Rachael_Swindon @StarlingBank Yep its sounds like it is with the fraud team, procedures trump your humanity  @HSBC_UK",0
"@roydherbert @Rachael_Swindon @StarlingBank It's not massive sums, they just keep the utility bill money in there, and put money aside, the only things that are booked off the account are utilities. Hardly massive fraud or money laundering",0
@santanderukhelp I need some advice but it is private. Can I DM you?,0
@NatWest_Help just thought you should know. Scam attempt. I don’t have a bat west account 👍🏻 https://t.co/eusiGvACYK,0
"@DrGabsEvans @Rachael_Swindon @StarlingBank @HSBC_UK Ok you k ow them personally so you setup a fund me and I will help push it out, perhaps some of my more famous followers can help.

@georgegalloway",0
@santanderukhelp I have received a txt saying ' did you try and spend £199.99 at Argos confirm yes(y) or no (n) response needed from 07754 014713,0
"@RevolutApp Hi, i'd like to order a physical debit card, special flag edition seems available for me, while I only got standard subscription. Can I still order it ?",0
@BarclaysUKHelp Better off utilise my time trying to find a bank that will support grassroots football. @HalifaxBank @santanderuk @LloydsBank @NatWest_Help,0
"@HalifaxBank Still a poor bank, using a crisis to advertise",0
"20 Tech Companies Worth Watching in 2022 in London
https://t.co/iHvES2VDYI

#LondonTech #TechStartups  @RevolutApp https://t.co/vFsDwav8kl",1
"@santanderukhelp Hopefully you will now have received a quite detailed account via email from why wife, Charlottes mum.
Hopefully a speedy resolution can be made.
Regards Alan",0
"More presentations on customer risk, analysis &amp; design before networking over afternoon tea #IWD2022. Thank you @TSB and ⁦@womenoffuture⁩ for a fantastic event. #BreakTheBias ⁦@SydenhamHigh⁩ ⁦@HeadSydHigh⁩ ⁦@sydsixthform⁩ https://t.co/8bQviB9sv4",1
"@HalifaxBank trying to switch to new mortgage deal on this page htt ps://mortgages.halifax.co.uk/pt/choose-deal (choose new deal, step 1 of 5) and it wont let me continue? page broken or something? ive 2 months left of my fixed rate and want to organise a new fixed rate.",0
@RevolutApp Fix your shit app. It's always down.,0
"@RevolutApp hi, please I need help with a transaction and haven’t received any response in the support chat. How can I contact you please?",0
@avrilbiotic @LloydsBank @HopeRescue 😂😂😂😂😂 that’s brilliant 🐾,1
@RevolutApp are you having technical issues at the moment I'm having problems with a transfer,0
@monzo my mum sent money to my @RevolutApp 40 mins ago and it’s not gone thru? Usually happens instantly and I’m reliant on bank of mum 😂 any ideas?,0
@monzo @Carlsonsports in other words ..... yes!,0
Over a week and still @NatWest_Help haven’t allowed me to access my online banking and authorise my payments. I’m bored and annoyed now. https://t.co/Z6evl8x8dL,0
"Alumna @HelenBierton told @LboroSBE students about her journey through the male-dominated Banking Sector to become the Chief Banking Officer for @StarlingBank 🙌

Read more: https://t.co/xTXVLlQbNS #IWD22 https://t.co/UOI9tHNwwC",1
"Some of our Y12 students have spent #IWD2022 hearing from, &amp; networking with, inspirational staff from @TSB in London with @womenoffuture 
Some of our alumnae might remember similarly informative &amp; inspiring events. #BreakTheBias https://t.co/t9KFpqSnnN",1
@StarlingBank Thanks for the reply. This will preclude us from switching to you unfortunately.,0
@HSBC_UK can someone please respond to my DM about money HSBC has wrongly taken from my account- it is near impossible to speak to anyone at HSBC either on the phone or via live chat.,0
"@RevolutApp hi.
I am still waiting for an inbound transfer (which is my salary and I depend on it to live) your customer service team are not helpful and you can't help me at all. Should I switch my account to Monzo?",0
"@BarclaysUK Interest so low on your ISA,  there isnt even a mention of it.
Thanks,  but no thanks.",0
@LloydsBank Ok thank you,1
"@WellingtonUK @womenoffuture @TSB @HardingeWelly Women of the future, but you pay women more than 20% less than men? Interesting 🤔",0
When do you give up 🙄 after being hung up on and put through to the wrong department @HalifaxBank https://t.co/kfhsdlbQAL,0
"@mdharrisnyc @TravEngebretsen @shamir_k @i2pi Agree. But regardless of semantics @i2pi @shamir_k @al3x @asion1 @jasonhenrichs and I all can boast we led the market fully 3-4 years before @n26 @monzo @RevolutApp et al, which was the point of the graphic",1
@WellingtonUK @womenoffuture @TSB @HardingeWelly Maybe unlock pay equity instead.,0
"@LloydsBank Don’t let zena o brien see this gents…
@dorsetfunboy @CaptainMontyOBE @CaptainMontyOBE",0
@neilbennett0707 @LloydsBank @CET_UK I was just about to tweet a complaint about this home insurance and your very dodgy and incompetent contractor called CET!! They are an absolute FRAUD!!! And you need to STOP using them!! The whole world will hear about this!!!,0
@LloydsBank @WardFish5tony I was just about to tweet a complaint about this home insurance and your very dodgy and incompetent contractor called CET!! They are an absolute FRAUD!!! And you need to STOP using them!! The whole world will hear about this!!!,0
@RevolutApp World leading! Who needs oil and gas when you can use PPE to generate electricity.,0
@LloydsBank How can you close branches everywhere and then have the cheek to say that you are by our side? Violation of the trades descriptions act?,0
"@RevolutApp Another copy and paste reply, ill canceling all credits to this account and using a high street bank from now on, it seems to be constant problems",0
@RevolutApp OK done,0
@santanderukhelp Brilliant thank you 😊,1
Just discovered the travel wallet function on the @BarclaysUK app and I am impressed! Looks like it will take all the hassle away of arranging currency when travelling abroad!,1
@monzo Do not trust them they close your account without giving you your money they are thief’s don’t believe me google it,0
"#IWD2022 ended with a cross party meeting @UKParliament with @5050Parliament @fawcettsociety @UN_Women &amp; @LloydsBank 
#Inspirational hearing from @eleanor4epping @HarrietHarman @ClaireCoutinho @Werahobhouse @abenaopp @MariaMillerUK + seeing @Anna_Firth @hbaldwin Virgina Crosbie💙 https://t.co/bCrEYenI67",1
"@raythcap @RevolutApp So sad,I had similar issue but lucky got it rectified by ztech, kindly message him on Instagram  he will help you out  https://t.co/1ozzGLYtYE",1
"@alfiekeith @RevolutApp So sad,I had similar issue but lucky got it rectified by ztech, kindly message him on Instagram  he will help you out  https://t.co/1ozzGLYtYE",1
"@HashtagInsist @RevolutApp @revolut @Qover For stolen funds hacked wallet and token stuck USD or crypto coins there's a good chance of recovery, I suggest you reach out to https://t.co/GyJQwpkcXX immediately,he helped me recover my account which was hacked initially with my funds",0
"@dzhuffin @RevolutApp For stolen funds hacked wallet and token stuck USD or crypto coins there's a good chance of recovery, I suggest you reach out to https://t.co/GyJQwpBOmx immediately,he helped me recover my account which was hacked initially with my funds",1
